Country,State,Admin,Lat,Long,Population,Region,Continent
US,Alaska,Bethel,60.90980451,-159.8561831,18386,Northern America,Northern America
US,Alaska,Bristol Bay,58.74513976,-156.701064,836,Northern America,Northern America
US,Alaska,Denali,63.67264044,-150.0076108,2097,Northern America,Northern America
US,Alaska,Dillingham,59.79603738,-158.2381942,4916,Northern America,Northern America
US,Alaska,Fairbanks North Star,64.80726247,-146.5692662,96849,Northern America,Northern America
US,Alaska,Haines,59.09893571,-135.4679843,2530,Northern America,Northern America
US,Alaska,Hoonah-Angoon,58.29307365,-135.6424424,2148,Northern America,Northern America
US,Alaska,Juneau,58.45031811,-134.200436,31974,Northern America,Northern America
US,Alaska,Kenai Peninsula,60.24429722,-151.5388884,58708,Northern America,Northern America
US,Alaska,Ketchikan Gateway,55.57445008,-130.975561,13901,Northern America,Northern America
US,Alaska,Kodiak Island,57.65529415,-153.7493579,12998,Northern America,Northern America
US,Alaska,Kusilvak,62.1542916,-163.3967883,8314,Northern America,Northern America
US,Alaska,Lake and Peninsula,58.62403337,-156.2140589,1592,Northern America,Northern America
US,Alaska,Matanuska-Susitna,62.31305045,-149.5741743,108317,Northern America,Northern America
US,Alaska,Nome,64.90320724,-164.0353804,10004,Northern America,Northern America
US,Alaska,North Slope,69.31479216,-153.4836093,9832,Northern America,Northern America
US,Alaska,Northwest Arctic,67.04919196,-159.7503946,7621,Northern America,Northern America
US,Alaska,Petersburg,57.13978948,-132.9540995,3266,Northern America,Northern America
US,Alaska,Prince of Wales-Hyder,55.76261984,-133.0511621,6203,Northern America,Northern America
US,Alaska,Sitka,57.24124555,-135.3206587,8493,Northern America,Northern America
US,Alaska,Skagway,59.56149996,-135.3337748,1183,Northern America,Northern America
US,Alaska,Southeast Fairbanks,63.87692095,-143.2127643,6893,Northern America,Northern America
US,Alaska,Valdez-Cordova,61.47502768,-144.7126799,9202,Northern America,Northern America
US,Alaska,Wrangell,56.3202004,-132.0583731,2502,Northern America,Northern America
US,Alaska,Yakutat,59.8909808,-140.3601451,579,Northern America,Northern America
US,Alaska,Yukon-Koyukuk,65.50815459,-151.3907387,5230,Northern America,Northern America
US,Arizona,Apache,35.39465006,-109.4892383,71887,Northern America,Northern America
US,Arizona,Cochise,31.87934684,-109.7516088,125922,Northern America,Northern America
US,Arizona,Coconino,35.83883429,-111.7707178,143476,Northern America,Northern America
US,Arizona,Gila,33.80190085,-110.8132779,54018,Northern America,Northern America
US,Arizona,Graham,32.93166885,-109.8882178,38837,Northern America,Northern America
US,Arizona,Greenlee,33.21498827,-109.2405279,9498,Northern America,Northern America
US,Arizona,La Paz,33.72854224,-113.9810029,21108,Northern America,Northern America
US,Arizona,Maricopa,33.34835867,-112.4918154,4485414,Northern America,Northern America
US,Arizona,Mohave,35.70471703,-113.7577902,212181,Northern America,Northern America
US,Arizona,Navajo,35.3997715,-110.3218983,110924,Northern America,Northern America
US,Arizona,Pima,32.0971334,-111.7890033,1047279,Northern America,Northern America
US,Arizona,Pinal,32.90525627,-111.3449483,462789,Northern America,Northern America
US,Arizona,Santa Cruz,31.52508998,-110.8479088,46498,Northern America,Northern America
US,Arizona,Yavapai,34.59933926,-112.5538588,235099,Northern America,Northern America
US,Arizona,Yuma,32.76895712,-113.9066674,213787,Northern America,Northern America
US,Arkansas,Arkansas,34.29145151,-91.37277296,17486,Northern America,Northern America
US,Arkansas,Ashley,33.19153461,-91.7698471,19657,Northern America,Northern America
US,Arkansas,Baxter,36.28784385,-92.33782872,41932,Northern America,Northern America
US,Arkansas,Benton,36.33644656,-94.25680817,279141,Northern America,Northern America
US,Arkansas,Boone,36.3084504,-93.09374925,37432,Northern America,Northern America
US,Arkansas,Bradley,33.46755808,-92.15980837,10763,Northern America,Northern America
US,Arkansas,Calhoun,33.55598792,-92.49974403,5189,Northern America,Northern America
US,Arkansas,Carroll,36.3403856,-93.54270261,28380,Northern America,Northern America
US,Arkansas,Chicot,33.26458973,-91.29539209,10118,Northern America,Northern America
US,Arkansas,Clark,34.04613432,-93.17484713,22320,Northern America,Northern America
US,Arkansas,Clay,36.36826212,-90.4148172,14551,Northern America,Northern America
US,Arkansas,Cleburne,35.53864922,-92.02640019,24919,Northern America,Northern America
US,Arkansas,Cleveland,33.89723187,-92.18537045,7956,Northern America,Northern America
US,Arkansas,Columbia,33.21230701,-93.22642793,23457,Northern America,Northern America
US,Arkansas,Conway,35.26205537,-92.70506566,20846,Northern America,Northern America
US,Arkansas,Craighead,35.83018283,-90.63235729,110332,Northern America,Northern America
US,Arkansas,Crawford,35.58928601,-94.2446814,63257,Northern America,Northern America
US,Arkansas,Crittenden,35.21247318,-90.30839406,47955,Northern America,Northern America
US,Arkansas,Cross,35.29631396,-90.77185818,16419,Northern America,Northern America
US,Arkansas,Dallas,33.97042763,-92.65167437,7009,Northern America,Northern America
US,Arkansas,Desha,33.83011025,-91.25500948,11361,Northern America,Northern America
US,Arkansas,Drew,33.59035001,-91.71777921,18219,Northern America,Northern America
US,Arkansas,Faulkner,35.14719007,-92.33717519,126007,Northern America,Northern America
US,Arkansas,Franklin,35.51202821,-93.89299569,17715,Northern America,Northern America
US,Arkansas,Fulton,36.38177105,-91.81729127,12477,Northern America,Northern America
US,Arkansas,Garland,34.57692074,-93.14921604,99386,Northern America,Northern America
US,Arkansas,Grant,34.29017991,-92.42320562,18265,Northern America,Northern America
US,Arkansas,Greene,36.1173546,-90.55832668,45325,Northern America,Northern America
US,Arkansas,Hempstead,33.73325583,-93.66935133,21532,Northern America,Northern America
US,Arkansas,Hot Spring,34.31709259,-92.95396325,33771,Northern America,Northern America
US,Arkansas,Howard,34.09007427,-93.9934871,13202,Northern America,Northern America
US,Arkansas,Independence,35.74242707,-91.57001641,37825,Northern America,Northern America
US,Arkansas,Izard,36.09604046,-91.90847954,13629,Northern America,Northern America
US,Arkansas,Jackson,35.59802983,-91.21494602,16719,Northern America,Northern America
US,Arkansas,Jefferson,34.26767081,-91.92619839,66824,Northern America,Northern America
US,Arkansas,Johnson,35.56759135,-93.46036368,26578,Northern America,Northern America
US,Arkansas,Lafayette,33.24116713,-93.60677071,6624,Northern America,Northern America
US,Arkansas,Lawrence,36.04188196,-91.10867198,16406,Northern America,Northern America
US,Arkansas,Lee,34.78498904,-90.78383866,8857,Northern America,Northern America
US,Arkansas,Lincoln,33.95317155,-91.74002806,13024,Northern America,Northern America
US,Arkansas,Little River,33.70375665,-94.23468591,12259,Northern America,Northern America
US,Arkansas,Logan,35.21413234,-93.71951016,21466,Northern America,Northern America
US,Arkansas,Lonoke,34.75392199,-91.88742357,73309,Northern America,Northern America
US,Arkansas,Madison,36.01038185,-93.72524943,16576,Northern America,Northern America
US,Arkansas,Marion,36.26844485,-92.68451899,16694,Northern America,Northern America
US,Arkansas,Miller,33.31403423,-93.89285258,43257,Northern America,Northern America
US,Arkansas,Mississippi,35.76271485,-90.0519437,40651,Northern America,Northern America
US,Arkansas,Monroe,34.6815935,-91.20540287,6701,Northern America,Northern America
US,Arkansas,Montgomery,34.53704874,-93.65824478,8986,Northern America,Northern America
US,Arkansas,Nevada,33.66340119,-93.30632432,8252,Northern America,Northern America
US,Arkansas,Newton,35.91947491,-93.21612969,7753,Northern America,Northern America
US,Arkansas,Ouachita,33.58839816,-92.87795984,23382,Northern America,Northern America
US,Arkansas,Perry,34.9459153,-92.94372564,10455,Northern America,Northern America
US,Arkansas,Phillips,34.43268455,-90.84800154,17782,Northern America,Northern America
US,Arkansas,Pike,34.16250414,-93.65789349,10718,Northern America,Northern America
US,Arkansas,Poinsett,35.57433534,-90.66268713,23528,Northern America,Northern America
US,Arkansas,Polk,34.48254879,-94.22728802,19964,Northern America,Northern America
US,Arkansas,Pope,35.44871474,-93.03212219,64072,Northern America,Northern America
US,Arkansas,Prairie,34.83624419,-91.55162157,8062,Northern America,Northern America
US,Arkansas,Pulaski,34.77054088,-92.31355101,391911,Northern America,Northern America
US,Arkansas,Randolph,36.3415714,-91.02455531,17958,Northern America,Northern America
US,Arkansas,St. Francis,35.02201976,-90.74828138,24994,Northern America,Northern America
US,Arkansas,Saline,34.64916145,-92.67583224,122437,Northern America,Northern America
US,Arkansas,Scott,34.85588887,-94.0632176,10281,Northern America,Northern America
US,Arkansas,Searcy,35.9109364,-92.69936482,7881,Northern America,Northern America
US,Arkansas,Sebastian,35.19605503,-94.27162713,127827,Northern America,Northern America
US,Arkansas,Sevier,33.99780401,-94.2424869,17007,Northern America,Northern America
US,Arkansas,Sharp,36.16258158,-91.47819342,17442,Northern America,Northern America
US,Arkansas,Stone,35.86251946,-92.15684085,12506,Northern America,Northern America
US,Arkansas,Union,33.16887091,-92.59746952,38682,Northern America,Northern America
US,Arkansas,Van Buren,35.58095779,-92.51295036,16545,Northern America,Northern America
US,Arkansas,Washington,35.976844,-94.21800746,239187,Northern America,Northern America
US,Arkansas,White,35.25688493,-91.74908296,78753,Northern America,Northern America
US,Arkansas,Woodruff,35.18902527,-91.2439489,6320,Northern America,Northern America
US,Arkansas,Yell,35.00292371,-93.41171338,21341,Northern America,Northern America
US,California,Alameda,37.64629437,-121.8929271,1671329,Northern America,Northern America
US,California,Alpine,38.59678594,-119.8223594,1129,Northern America,Northern America
US,California,Amador,38.44583082,-120.65696,39752,Northern America,Northern America
US,California,Butte,39.66727762,-121.6005252,219186,Northern America,Northern America
US,California,Calaveras,38.20537103,-120.552913,45905,Northern America,Northern America
US,California,Colusa,39.17881957,-122.2331726,21547,Northern America,Northern America
US,California,Contra Costa,37.91923498,-121.9289527,1153526,Northern America,Northern America
US,California,Del Norte,41.74228275,-123.8974063,27812,Northern America,Northern America
US,California,El Dorado,38.77965956,-120.5233166,192843,Northern America,Northern America
US,California,Fresno,36.75733899,-119.6466953,999101,Northern America,Northern America
US,California,Glenn,39.59875897,-122.3938452,28393,Northern America,Northern America
US,California,Humboldt,40.69923009,-123.876044,135558,Northern America,Northern America
US,California,Imperial,33.0393082,-115.3669042,181215,Northern America,Northern America
US,California,Inyo,36.51112084,-117.4111978,18039,Northern America,Northern America
US,California,Kern,35.34329425,-118.7277796,900202,Northern America,Northern America
US,California,Kings,36.07409056,-119.8159973,152940,Northern America,Northern America
US,California,Lake,39.10124298,-122.7536244,64386,Northern America,Northern America
US,California,Lassen,40.67311306,-120.5935099,30573,Northern America,Northern America
US,California,Los Angeles,34.30828379,-118.2282411,10039107,Northern America,Northern America
US,California,Madera,37.21513971,-119.7665589,157327,Northern America,Northern America
US,California,Marin,38.07122463,-122.7210631,258826,Northern America,Northern America
US,California,Mariposa,37.57978556,-119.9073334,17203,Northern America,Northern America
US,California,Mendocino,39.4381191,-123.3911313,86749,Northern America,Northern America
US,California,Merced,37.18922369,-120.7209035,277680,Northern America,Northern America
US,California,Modoc,41.58965602,-120.7244817,8841,Northern America,Northern America
US,California,Mono,37.93899289,-118.8872409,14444,Northern America,Northern America
US,California,Monterey,36.21862405,-121.2413397,434061,Northern America,Northern America
US,California,Napa,38.50735751,-122.332839,137744,Northern America,Northern America
US,California,Nevada,39.30394768,-120.7627281,99755,Northern America,Northern America
US,California,Orange,33.70147516,-117.7645998,3175692,Northern America,Northern America
US,California,Placer,39.06167234,-120.7240569,398329,Northern America,Northern America
US,California,Plumas,40.00355989,-120.8395236,18807,Northern America,Northern America
US,California,Riverside,33.74314981,-115.9933578,2470546,Northern America,Northern America
US,California,Sacramento,38.45106826,-121.3425374,1552058,Northern America,Northern America
US,California,San Benito,36.60308176,-121.069975,62808,Northern America,Northern America
US,California,San Bernardino,34.84060306,-116.1774685,2180085,Northern America,Northern America
US,California,San Diego,33.03484597,-116.7365326,3338330,Northern America,Northern America
US,California,San Francisco,37.75215114,-122.4385672,881549,Northern America,Northern America
US,California,San Joaquin,37.93433732,-121.2730061,762148,Northern America,Northern America
US,California,San Luis Obispo,35.38822029,-120.4039028,283111,Northern America,Northern America
US,California,San Mateo,37.4228808,-122.3275546,766573,Northern America,Northern America
US,California,Santa Barbara,34.65329488,-120.0188492,446499,Northern America,Northern America
US,California,Santa Clara,37.23104908,-121.6970462,1927852,Northern America,Northern America
US,California,Santa Cruz,37.05580291,-122.0066524,273213,Northern America,Northern America
US,California,Shasta,40.76391419,-122.0396884,180080,Northern America,Northern America
US,California,Sierra,39.57713498,-120.5200701,3005,Northern America,Northern America
US,California,Siskiyou,41.59198861,-122.5407434,43539,Northern America,Northern America
US,California,Solano,38.26827353,-121.9357113,447643,Northern America,Northern America
US,California,Sonoma,38.52746429,-122.8862506,494336,Northern America,Northern America
US,California,Stanislaus,37.55862499,-120.9970722,550660,Northern America,Northern America
US,California,Sutter,39.03417539,-121.6945899,96971,Northern America,Northern America
US,California,Tehama,40.12570935,-122.2370171,65084,Northern America,Northern America
US,California,Trinity,40.6491767,-123.114713,12285,Northern America,Northern America
US,California,Tulare,36.22026558,-118.8020203,466195,Northern America,Northern America
US,California,Tuolumne,38.02644018,-119.9525093,54478,Northern America,Northern America
US,California,Ventura,34.44465746,-119.0910613,846006,Northern America,Northern America
US,California,Yolo,38.68278902,-121.9018288,220500,Northern America,Northern America
US,California,Yuba,39.26255932,-121.3535644,78668,Northern America,Northern America
US,Colorado,Adams,39.87432092,-104.3362578,517421,Northern America,Northern America
US,Colorado,Alamosa,37.57250606,-105.7885451,16233,Northern America,Northern America
US,Colorado,Arapahoe,39.64977461,-104.3353617,656590,Northern America,Northern America
US,Colorado,Archuleta,37.19474156,-107.0476867,14029,Northern America,Northern America
US,Colorado,Baca,37.31940883,-102.5603223,3581,Northern America,Northern America
US,Colorado,Bent,37.95474293,-103.0720195,5577,Northern America,Northern America
US,Colorado,Boulder,40.09313619,-105.3546767,326196,Northern America,Northern America
US,Colorado,Broomfield,39.95998787,-105.0566324,70465,Northern America,Northern America
US,Colorado,Chaffee,38.74745778,-106.1926573,20356,Northern America,Northern America
US,Colorado,Cheyenne,38.82777431,-102.6032558,1831,Northern America,Northern America
US,Colorado,Clear Creek,39.68864463,-105.6463118,9700,Northern America,Northern America
US,Colorado,Conejos,37.201606,-106.1917488,8205,Northern America,Northern America
US,Colorado,Costilla,37.27732493,-105.4276548,3887,Northern America,Northern America
US,Colorado,Crowley,38.32608609,-103.7844965,6061,Northern America,Northern America
US,Colorado,Custer,38.10883162,-105.3683478,5068,Northern America,Northern America
US,Colorado,Delta,38.86246243,-107.8631342,31162,Northern America,Northern America
US,Colorado,Denver,39.76018276,-104.8725695,727211,Northern America,Northern America
US,Colorado,Dolores,37.75208676,-108.5211585,2055,Northern America,Northern America
US,Colorado,Douglas,39.33133796,-104.930001,351154,Northern America,Northern America
US,Colorado,Eagle,39.62754308,-106.6933637,55127,Northern America,Northern America
US,Colorado,Elbert,39.28656773,-104.1358721,26729,Northern America,Northern America
US,Colorado,El Paso,38.83240149,-104.5251411,720403,Northern America,Northern America
US,Colorado,Fremont,38.47362326,-105.4399667,47839,Northern America,Northern America
US,Colorado,Garfield,39.59921777,-107.902708,60061,Northern America,Northern America
US,Colorado,Gilpin,39.85646523,-105.5252597,6243,Northern America,Northern America
US,Colorado,Grand,40.10603347,-106.1178042,15734,Northern America,Northern America
US,Colorado,Gunnison,38.66611652,-107.0320729,17462,Northern America,Northern America
US,Colorado,Hinsdale,37.82247444,-107.3004345,820,Northern America,Northern America
US,Colorado,Huerfano,37.68473101,-104.9612585,6897,Northern America,Northern America
US,Colorado,Jackson,40.6659387,-106.3408905,1392,Northern America,Northern America
US,Colorado,Jefferson,39.58635604,-105.2517692,582881,Northern America,Northern America
US,Colorado,Kiowa,38.43260896,-102.7392145,1406,Northern America,Northern America
